title,description,category,location,image_url,related_link,st_date,end_date,st_time,end_time
TRIAD Lecture Series by Yuxin Chen from Princeton (1/5),This is one of a series of talks that are given by Professor Chen.,Seminar/Lecture/Colloquium,Groseclose 402,gatech_logo.png,https://www.calendar.gatech.edu/event/625117,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",11:00,12:00
SCL IRC Seminar: Quantitative Methods in Health and Humanitarian Systems,Join us for our monthly SCL IRC seminar to learn about affiiliated faculty research,Seminar/Lecture/Colloquium,GTMI: 1st floor Auditorium,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Quantitative_Methods_in_Health_and_Humanitarian_Systems.jpg?itok=RbijSX9Z,https://www.calendar.gatech.edu/event/623653,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",12:00,13:30
Student Veterans Luncheon ,The Student Veterans at Georgia Tech are having their annual luncheon and networking reception.,Other/Miscellaneous,Clough Commons Rooftop Garden,gatech_logo.png,https://www.calendar.gatech.edu/event/623991,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",12:00,13:30
An Inform Georgia Tech Series Event: Driving Your Career at Tech,An Inform Georgia Tech Series Event: Driving Your Career at Tech,Seminar/Lecture/Colloquium,Student Center Ballroom,gatech_logo.png,https://www.calendar.gatech.edu/event/624254,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",12:00,13:00
Pediatrics@Georgia Tech Webinar,"""Innovation in Pediatric Device Development"" - Speaker: Wilbur Lam, M.D., Ph.D. - Emory/Georgia Tech",Seminar/Lecture/Colloquium,Online,gatech_logo.png,https://www.calendar.gatech.edu/event/625055,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",12:00,12:30
IRIM Robotics Seminar—Luis Sentis of the University of Texas at Austin,"Considerations on Productivity, Performance and Ergonomics of Human-Centered Robots",Seminar/Lecture/Colloquium,"Marcus Nanotechnology Building, Rooms 1116-1118",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/sentis_0.jpg?itok=vzEZ_ZS2,https://www.calendar.gatech.edu/event/623078,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",12:15,13:15
PACE Clusters Orientation,PACE Clusters Orientation,Career/Professional development,Molecular Sciences & Engineering Room 1201A,gatech_logo.png,https://www.calendar.gatech.edu/event/621719,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",13:00,15:00
Ivan Allen College Information Session & Campus Tour,Experience Liberal Arts @ Georgia Tech!,,Stephen C Hall Building Room # 102,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/BuzzWithSign_8.png?itok=G1oQRNxf,https://www.calendar.gatech.edu/event/620641,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",13:30,15:00
ISyE Department Seminar - Daniel Molzahn,Convex Relaxations of the Power Flow Equations: Overview and Selected Applications,Seminar/Lecture/Colloquium,ISyE Groseclose Room 402,gatech_logo.png,https://www.calendar.gatech.edu/event/624950,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",13:30,14:30
School of Architecture Lecture: Ivan Blasi,"Lecture by Ivan Blasi, curator of awards and programs at the Mies van der Rohe Foundation.",Seminar/Lecture/Colloquium,Reinsch-Pierce Family Auditorium,gatech_logo.png,https://www.calendar.gatech.edu/event/623722,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",16:00,17:30
Transfer Student Association Back to School Kickoff,"We'll be discussing TSA's role on campus, and how we can help you succeed as Georgia Tech Yellow Jackets, with special emphasis on career building with the upcoming career fair. ","Career/Professional development,Student sponsored","Room 117, Smithgall Student Services (Flag) Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/efdf201d-7eff-46b7-9689-8c194bc8d49a3578562c-6aa7-4742-8c62-0f2e10cd0715.jpg?itok=hToVWy2I,https://www.calendar.gatech.edu/event/625080,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",16:00,20:00
2019 Officials Sport Clinics Phase 1 ,Get the skills you need to officiate/score keep for any of the intramural sports offered at the CRC for the Fall semester.,,Various Locations,gatech_logo.png,https://www.calendar.gatech.edu/event/624409,"Monday, August 26, 2019","Monday, August 26, 2019",17:00,20:00
Epic Intentions Info Session,Attend an info session to learn more about Epic Intentions! ,"Career/Professional development,Other/Miscellaneous,Student sponsored","Room 154, Skiles Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/12047150_130216667332664_8266169775125733883_n_2.png?itok=ZAzUrSCk,https://www.calendar.gatech.edu/event/624497,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",17:00,23:59
Stubbins Gallery Exhibition Opening for Mies Award: The European Union Prize for Contemporary Architecture,Opening Reception for the Mies Award Exhibition in Stubbins Gallery.,Arts and Performance,Stubbins Gallery,gatech_logo.png,https://www.calendar.gatech.edu/event/623723,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",17:30,19:00
LGBTQIA Student Welcome Reception,LGBTQIA Resource Center will host its Student Welcome Reception,Other/Miscellaneous,Student Center - Peachtree Room,gatech_logo.png,https://www.calendar.gatech.edu/event/624048,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",18:00,19:30
GT Off-Road Information Session,GT Off-Road (Baja SAE) is recruiting new members! ,Student sponsored,"Room 255, Skiles Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/5923e83e-8f10-476f-b839-f618bfa758de7f613c9b-936d-4610-b816-a5c3a907a33f.jpg?itok=ui2VrbkC,https://www.calendar.gatech.edu/event/625074,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",18:00,19:00
Bethel Campus Fellowship Bible Study,Bible studies will take place Wednesdays at 6:30 p.m.,Student sponsored,Various Locations,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/94d10e31-0107-466b-a328-908c9a9aca16e21fa808-fab9-4a26-99f3-923940aafb0a.jpg?itok=mG3IVKDV,https://www.calendar.gatech.edu/event/625223,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",18:30,21:00
Q Chats: LGBTQIA Discussion Groups (People of Color Group),Students who are queer people of color are invited to join the LGBTQIA Resource Center for Q Chat. ,Other/Miscellaneous,LGBTQIA Resource Center,gatech_logo.png,https://www.calendar.gatech.edu/event/624463,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",19:00,20:00
Scouts at GT Meeting with S'MORES!,Meeting for the group Eagles@GT.,"Other/Miscellaneous,Student sponsored",West Village Fire Pits,gatech_logo.png,https://www.calendar.gatech.edu/event/625072,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",19:00,20:00
DramaTech announces audition for YELLOW FACE,David Henry Hwang's YELLOW FACE seeks actors,"Arts and Performance,Student sponsored","DramaTech Theatre, Back Corner of Ferst Center for the Arts",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/YF_Auditions.jpg?itok=1fR6IyYz,https://www.calendar.gatech.edu/event/625150,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",19:00,22:00
DramaTech announces audition for YELLOW FACE,David Henry Hwang's YELLOW FACE seeks actors,"Arts and Performance,Student sponsored","DramaTech Theatre, Back Corner of Ferst Center for the Arts",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/YF_Auditions_0.jpg?itok=d86ql6ZV,https://www.calendar.gatech.edu/event/625148,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",19:00,22:00
Prime Consulting Junior Enterprise Info Session,Our consultant teams develop real-world projects with our client partners. ,"Career/Professional development,Student sponsored","Room 2448, Klaus Advanced Computing Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Screen_Shot_2019-08-27_at_1.20.54_PM.png?itok=gbp1-k6h,https://www.calendar.gatech.edu/event/625230,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",19:30,20:30
Georgia Tech / Amazon Partnership Recruiting Events,"Amazon partnership events taking place Monday, August 26 through Thursday, August 29","Career/Professional development,Other/Miscellaneous,Seminar/Lecture/Colloquium","Tech Walkway (8/26, 10-2pm weather permitting), other events ISyE Buildings (755/765 Ferst Drive)",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/1-GT_Amazon-Days2019_1900.jpg?itok=eHLwMeJz,https://www.calendar.gatech.edu/event/594349,"Monday, August 26, 2019","Thursday, August 29, 2019",09:00,17:00
Fall 2019 Intramural Registration - Session 1 ,"Intramurals provide students, faculty, and staff the opportunity for competition and fun in a variety of team and individual sports activities. Register before spaces are filled! ",Sports/Athletics,"Atlanta, GA",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/StampsFieldSign_2018_0.jpg?itok=ps_F1Tfi,https://www.calendar.gatech.edu/event/625013,"Monday, August 26, 2019","Thursday, August 29, 2019",09:00,12:00
Extended Hours for Package Pickup at the Post Office,Extended Hours are back at the Post Office Package Pickup Window!,,Georgia Tech Post Office,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Extended_Package_Hours_8.5x11_F19_Extended_Hours_8.5x11_Layout_1_0.jpg?itok=vM0yXl1s,https://www.calendar.gatech.edu/event/624698,"Monday, August 19, 2019","Monday, August 19, 2019",08:30,18:00
"Stubbins Gallery Exhibition: Mies Award, The European Union Prize for Contemporary Architecture",The Mies Award exhibition will be available August 28 through October 11 in Stubbins Gallery.,Arts and Performance,Stubbins Gallery,gatech_logo.png,https://www.calendar.gatech.edu/event/623724,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",09:00,17:00
Museum Exhibit: Cut and Paste,"Open from August 19 - November 14, 2019",Arts and Performance,Robert C. Williams Museum of Papermaking,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/LRodriguez_CutPaste02_CMYK_1.jpg?itok=B4TdXdmQ,https://www.calendar.gatech.edu/event/624301,"Monday, August 19, 2019","Monday, August 19, 2019",09:00,17:00
Campus Safety Day,Campus Safety Day is a large scale event highlighting safety resources in and around the campus community.,Other/Miscellaneous,Tech Walkway,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/GTPD-Campus-Safety-Building-Police-Sign-By-Rob-Felt.jpg?itok=KoLmc8Nz,https://www.calendar.gatech.edu/event/625257,"Thursday, August 29, 2019","Thursday, August 29, 2019",10:00,14:00
FREE HIV Testing - August,Health Initiatives will offer free HIV testing for the Georgia Tech community.,,Tech Walkway,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/free-hiv-testing_7.png?itok=bRh2uoNE,https://www.calendar.gatech.edu/event/624767,"Thursday, August 29, 2019","Thursday, August 29, 2019",10:00,14:00
Transfer Student Innovation Networking Session,"Interested in innovation, startups or entrepreneurship?",Career/Professional development,Klaus 2448 (classroom wing),https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Student-Innovation-Tech-Gold-CMYK_3.png?itok=lJvh4c6H,https://www.calendar.gatech.edu/event/625241,"Thursday, August 29, 2019","Thursday, August 29, 2019",10:45,11:45
SLS Advising Hours,Come learn about SLS and our Programs,Other/Miscellaneous,Clough 205,gatech_logo.png,https://www.calendar.gatech.edu/event/620591,"Thursday, August 29, 2019","Thursday, August 29, 2019",10:45,11:45
Integrative Stem Cell Engineering Strategies to Rejuvenate Aging Skeletal Muscle,"A Biological Sciences Seminar by Young C. Jang, Ph.D.",Seminar/Lecture/Colloquium,"Room 1005, Roger A. and Helen B. Krone Engineered Biosystems Building (EBB), 950 Atlantic Dr NW, Atlanta, GA 30332",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Young_Jang.png?itok=slzFcy05,https://www.calendar.gatech.edu/event/624595,"Thursday, August 29, 2019","Thursday, August 29, 2019",10:55,23:59
TRIAD Lecture Series by Yuxin Chen from Princeton (2/5),This is one of a series of talks that are given by Professor Chen.,Seminar/Lecture/Colloquium,Groseclose 402,gatech_logo.png,https://www.calendar.gatech.edu/event/625118,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:00,12:00
Web of Brilliance Hosts Mike Meyer of the Chattahoochee Riverkeeper,The Web of Brilliance hosts an informal chat with Mike Meyer of the Chattahoochee Riverkeeper,"Other/Miscellaneous,Training/Workshop","Room 301, Student Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Screen_Shot_2019-08-27_at_1.09.55_PM.png?itok=E3uUKTNL,https://www.calendar.gatech.edu/event/625226,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:00,12:00
"“What I Wish I Knew Then, That I Know Now” with Pre-Health, Fellowship and Undergraduate Research student panel","“What I Wish I Knew Then, That I Know Now” with Pre-Health, Fellowship and Undergraduate Research student panel",Seminar/Lecture/Colloquium,"Clough Undergraduate Learning Commons, 2nd Floor, Clough 205Q",gatech_logo.png,https://www.calendar.gatech.edu/event/609821,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:00,12:00
NNSA Graduate Fellowship Program (NGFP) Info Session,NGFP senior recruiters will be on campus for an info session to discuss fellowship opportunities for Georgia Tech graduate students. ,Career/Professional development,"Habersham Building, Room 136",gatech_logo.png,https://www.calendar.gatech.edu/event/610191,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:00,12:00
Interning in Japan,"Tips on Resumes, Interviews, and Business Culture ",Career/Professional development,"Student Center, Room 320",gatech_logo.png,https://www.calendar.gatech.edu/event/622793,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:00,12:00
Info Session: Georgia Tech Federal Jackets Fellowship - Spring/Summer 2020,Make money and earn course credit while experiencing public service first-hand!,,Student Center Theater,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/group-photo2_1_3.jpg?itok=bxxpbE9C,https://www.calendar.gatech.edu/event/623668,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:00,12:00
Ocean Deoxygenation,"A seminar by Dr. Taka Ito, School of Earth and Atmospheric Sciences",Seminar/Lecture/Colloquium,"Ford Environmental, Science & Technology (ES&T) Building, Rm. L1205, 11am",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/T._Ito_0.jpg?itok=kHNGAOkq,https://www.calendar.gatech.edu/event/623715,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:00,11:50
3M Day in the Lobby,3M will host a Day in the College of Computing Building commons. ,Career/Professional development,11am-4pm CCB commons ,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/3M_Logo_.jpg?itok=ocdI7_ha,https://www.calendar.gatech.edu/event/624961,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:00,16:00
"GVU Center Brown Bag: Polo Chau ""Towards Secure and Interpretable AI...""",This seminar will present real-time experimentation for deep learning practitioners and highlight the next visual analytics research frontiers in AI.,Seminar/Lecture/Colloquium,"Technology Square Research Building, 1st Floor Auditorium, Atlanta, Ga",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/polo-chau_0.jpg?itok=LpWK0cjL,https://www.calendar.gatech.edu/event/624956,"Thursday, August 29, 2019","Thursday, August 29, 2019",11:30,13:00
"Canvas Training By Instructure - Assignments - Aug 29, 2019",Assignments provides users with a detailed exploration of all the options and use cases for the Assignment tool in Canvas.,Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/625141,"Thursday, August 29, 2019","Thursday, August 29, 2019",12:00,13:00
Implicit Bias Workshop,Institute Diversity is offering 90-minute Implicit Bias Workshops designed for Institute faculty who serve on RP&T and faculty search committees.,Training/Workshop,Bill Moore Student Success Center: President's Suites C and D,gatech_logo.png,https://www.calendar.gatech.edu/event/623185,"Thursday, August 29, 2019","Thursday, August 29, 2019",12:00,13:30
TAPPI Student Chapter Career Fair,"Internship, Co-Op & Full Time Position Available",Career/Professional development,"Paper Tricentennial Building , 1st Floor Cafeteria  500 10th St NW ",gatech_logo.png,https://www.calendar.gatech.edu/event/625205,"Thursday, August 29, 2019","Thursday, August 29, 2019",13:00,17:00
What are GTRC and GTARC?,(FACULTY/STAFF ONLY)  A presentation on the organization of Georgia Tech's research administration,"Seminar/Lecture/Colloquium,Training/Workshop",Research Administration Building - Seminar Room,gatech_logo.png,https://www.calendar.gatech.edu/event/622480,"Thursday, August 29, 2019","Thursday, August 29, 2019",13:00,15:00
TAPPI Student Chapter Career Fair,"The annual Technical Association of the Pulp and Paper Industry (TAPPI) Student Chapter Career Fair features companies related to forest bioproducts offering full time jobs, co-op and internship opportunites for undergraduate and graduate students.","Career/Professional development,Student sponsored","Paper Tricentennial Building, 1st Floor Cafeteria,100 10th Street NW",gatech_logo.png,https://www.calendar.gatech.edu/event/624893,"Thursday, August 29, 2019","Thursday, August 29, 2019",13:00,17:00
OSP RCR Workshop,This two-day workshop on August 27 and 29 consists of four individual sessions. Each session satisfies one hour of the in-person RCR compliance training requirement for trainees funded by applicable NSF or NIH projects.,Seminar/Lecture/Colloquium,Pettit Room 102A,gatech_logo.png,https://www.calendar.gatech.edu/event/624551,"Thursday, August 29, 2019","Thursday, August 29, 2019",15:00,16:55
Self Defense and Meditation Workshop- Defending the Body & Mind,An evening defending the mind as well as the body with our Karate and Meditation experts,Student sponsored,"Room 319, Student Center",gatech_logo.png,https://www.calendar.gatech.edu/event/625236,"Thursday, August 29, 2019","Thursday, August 29, 2019",17:00,18:00
2019 Officials Sport Clinics Phase 1 ,Get the skills you need to officiate/score keep for any of the intramural sports offered at the CRC for the Fall semester.,,Various Locations,gatech_logo.png,https://www.calendar.gatech.edu/event/624409,"Monday, August 26, 2019","Monday, August 26, 2019",17:00,20:00
Motosports Information Session,Come learn more about GT Motorsports and where you fit in on our team! ,"Other/Miscellaneous,Student sponsored,Training/Workshop","Room L1, Howey Physics Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/wreckracing-2017grassroots_0.png?itok=C9JWlVG_,https://www.calendar.gatech.edu/event/625258,"Thursday, August 29, 2019","Thursday, August 29, 2019",18:00,20:00
Actuarial Club,"Actuarial Club will have our first meeting of the semester on August 29th, 2019. We will go over what an actuary is, businesses scheduled to come this semester, and club dues. ",Student sponsored,"Room 006, Skiles Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/52c9aa35-e703-48d2-9a73-0f1fea25aa72b1f07117-ec3c-4e1d-92b6-0e62ada8be6c.jpg?itok=USBZvyOo,https://www.calendar.gatech.edu/event/624905,"Thursday, August 29, 2019","Thursday, August 29, 2019",18:00,19:00
OpenIDEO at Georgia Tech Info Session,"At OpenIDEO, we build communities to drive collaboration, innovation, and impact around the world's toughest problems through launching challenges, programs, and other tailored experiences all under the filter of a human centered design thinking process.",Student sponsored,"Design Bloc, Woodruff Residence Hall",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/7eec635d-8c0e-4e91-b3ad-205fc5016b24f1cc644e-af63-44b3-81a5-427b14e3e713.jpg?itok=66PKBsJN,https://www.calendar.gatech.edu/event/625327,"Thursday, August 29, 2019","Thursday, August 29, 2019",18:30,19:30
Liberty in North Korea (LiNK) Weekly General Meeting,We will discuss how we are going to spread awareness of humanitarian crisis in North Korea and raise money to support North Korean refugees.,Student sponsored,"Room 105, Instructional Center",gatech_logo.png,https://www.calendar.gatech.edu/event/624855,"Thursday, August 29, 2019","Thursday, August 29, 2019",18:30,19:30
"3M Tech Talk - Data Science & Software Development @ 3M Applications, Challenges, and Opportunities ",3M will host a Tech Talk in Klaus 1116 West. ,Career/Professional development,6:30pm-8pm Klaus 1116 West,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/3M_Logo__0.jpg?itok=x8k_r9JB,https://www.calendar.gatech.edu/event/624962,"Thursday, August 29, 2019","Thursday, August 29, 2019",18:30,20:00
"3M Tech Talk - Data Science & Software Development @ 3M Applications, Challenges, and Opportunities",3M will host a Tech Talk in Klaus 1116 West,Career/Professional development,Klaus 1116 West,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/3M_Logo__2.jpg?itok=PuuvH3zS,https://www.calendar.gatech.edu/event/625112,"Thursday, August 29, 2019","Thursday, August 29, 2019",18:30,20:00
Wreck Racing New/Prospective Members Info Session,Wreck Racing is student-led competition team that builds vehicles to compete in the Grassroots Motorsports Magazine $2000 Challenge. ,Student sponsored,"Room L4, Howey Physics Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/2fb31555-5bb0-447b-b178-25000184f1d4d9257bb2-6d06-4df1-ac5f-869399b2156a.jpg?itok=cwm3J2kt,https://www.calendar.gatech.edu/event/624903,"Thursday, August 29, 2019","Thursday, August 29, 2019",19:00,21:00
Yellow Jacket Roller Derby Open Enrollment,Interested in learning to roller skate? Come learn for free; no experience required,"Sports/Athletics,Student sponsored",Various Locations,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/yjrd_5.jpg?itok=xmT6P6W6,https://www.calendar.gatech.edu/event/624781,"Thursday, August 29, 2019","Thursday, August 29, 2019",20:00,22:00
Extended Hours for Package Pickup at the Post Office,Extended Hours are back at the Post Office Package Pickup Window!,,Georgia Tech Post Office,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Extended_Package_Hours_8.5x11_F19_Extended_Hours_8.5x11_Layout_1_0.jpg?itok=vM0yXl1s,https://www.calendar.gatech.edu/event/624698,"Monday, August 19, 2019","Monday, August 19, 2019",08:30,18:00
"Stubbins Gallery Exhibition: Mies Award, The European Union Prize for Contemporary Architecture",The Mies Award exhibition will be available August 28 through October 11 in Stubbins Gallery.,Arts and Performance,Stubbins Gallery,gatech_logo.png,https://www.calendar.gatech.edu/event/623724,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",09:00,17:00
Museum Exhibit: Cut and Paste,"Open from August 19 - November 14, 2019",Arts and Performance,Robert C. Williams Museum of Papermaking,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/LRodriguez_CutPaste02_CMYK_1.jpg?itok=B4TdXdmQ,https://www.calendar.gatech.edu/event/624301,"Monday, August 19, 2019","Monday, August 19, 2019",09:00,17:00
Graduate Women’s Writing Circle ,Join the WRC to study with other graduate students in a quiet space.,Other/Miscellaneous,"Women’s Resource Center, Smithgall (Flag) Building, Suite 131",gatech_logo.png,https://www.calendar.gatech.edu/event/624634,"Friday, August 23, 2019","Friday, August 23, 2019",09:00,13:00
Sustainable Business 101 Workshops:  Carbon-Consciousness,Workshop series about sustainable business topics.,"Career/Professional development,Other/Miscellaneous,Seminar/Lecture/Colloquium,Training/Workshop","Scheller College of Business, Room 300",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/iStock-997033438.jpg?itok=S95F45Tw,https://www.calendar.gatech.edu/event/624794,"Friday, August 30, 2019","Friday, August 30, 2019",11:00,12:00
"Canvas Training By Instructure - Gradebook and Speedgrader - Aug 30, 2019","Explore the interface of the NEW Canvas gradebook from the instructor and student perspectives, which includes new course grade management features. ",Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/625142,"Friday, August 30, 2019","Friday, August 30, 2019",12:00,13:00
Pre-Health Fall Kickoff,GT Pre-Health Advising Welcomes new and returning students pursuing careers in Medicine with a student panel and resource fair,"Career/Professional development,Other/Miscellaneous",Bill Moore Student Success Center,gatech_logo.png,https://www.calendar.gatech.edu/event/625411,"Friday, August 30, 2019","Friday, August 30, 2019",15:00,18:00
Chinese Christian Fellowship: 美国生存留学挑战,We will have activities for Chinese first-year students and new incoming graduate students. We will introduce information about life in Atlanta.,,"Room 321, Student Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/dbc52f29-7a6d-474c-8ebb-c72e5dc4d5d471f61035-6562-4eaf-84fa-2e4caf1b3d95.jpg?itok=fIjDyQpt,https://www.calendar.gatech.edu/event/625305,"Friday, August 30, 2019","Friday, August 30, 2019",18:00,21:00
First Georgia Tech Esports Meeting,"Stop by for free pizza & giveaways, and to learn more about how to join our competitive teams",Student sponsored,"Room 1447, Klaus Advanced Computing Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/55e89325-bae2-4dd5-8e73-0ad200baf9ca80dabe8f-3e1a-4e0a-bced-f9a7e93492f5.jpg?itok=KbMCLZ8c,https://www.calendar.gatech.edu/event/625310,"Friday, August 30, 2019","Friday, August 30, 2019",18:30,20:00
Volleyball vs. Long Beach State,"Volleyball hosts California State University, Long Beach as part of the Georgia Tech Invitational.",Sports/Athletics,O'Keefe Gymnasium,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/GT_thumbnail_117.jpg?itok=Rs-HRsij,https://www.calendar.gatech.edu/event/625165,"Friday, August 30, 2019","Friday, August 30, 2019",19:00,23:59
Yoga for the Soul,"We at Bhakti Yoga Club at Georgia Tech want to improve the quality of living of students and faculty by teaching them principles for a stress-free, happy and meaningful life.","Sports/Athletics,Student sponsored","Piedmont Room, Student Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/5449a014-08c9-4c68-974d-bd3ed407002259eb25df-acfa-4df3-803a-173f4d6561a0_0.jpg?itok=zasMvWnx,https://www.calendar.gatech.edu/event/625251,"Friday, August 30, 2019","Friday, August 30, 2019",19:00,21:00
Volleyball vs. Southern University,Georgia Tech hosts Southern University as part of the Georgia Tech Invitational.,Sports/Athletics,O'Keefe Gymnasium,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/GT_thumbnail_116.jpg?itok=d2ZJB9Jz,https://www.calendar.gatech.edu/event/625166,"Saturday, August 31, 2019","Saturday, August 31, 2019",13:00,23:59
Volleyball vs. UNC Asheville,Volleyball hosts the University of North Carolina Asheville as part of the Georgia Tech Invitational.,Sports/Athletics,O'Keefe Gymnasium,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/GT_thumbnail_115.jpg?itok=jCeHAr2S,https://www.calendar.gatech.edu/event/625167,"Saturday, August 31, 2019","Saturday, August 31, 2019",19:00,23:59
